Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Social Work,Short Story,,0s,Barbara Summers,1944,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,JohnnieRuth,Short Story,,0s,Becky Birtha,1948,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Tomorrow,Short Story,,0s,Bill Williams Forde,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Emma,Short Story,,0s,Carolyn Cole,,0s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,China,Short Story,1986,1980s,Charles Johnson,1948,1940s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,Po' Sandy,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",2nd Ed,Paul Lauter
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",2nd Ed,Paul Lauter
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,"Regional Voices, National Voices",2nd Ed,Paul Lauter
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Judgment,Short Story,,0s,Cliff Thompson,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Sister Detroit,Short Story,,0s,Colleen McElroy,1935,1930s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Hoodoo,Short Story,,0s,Connie Porter,1959,1950s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Sweet Evening Breeze,Short Story,,0s,Darryl Pinckney,1953,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Chaneysville Incident,Short Story,,0s,David Bradley,1950,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,My Soul Is a Witness,Short Story,,0s,Don Belton,1958,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Looking For Home,Short Story,,0s,Doris Jean Austin,1949,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,In My Father's House,Short Story,1978,1970s,Ernest Gaines,1933,1930s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,The Sky is Gray,Short Story,1963,1960s,Ernest Gaines,1933,1930s,Male,Contemporary Period: 1945 to the Present ,2nd Ed,Paul Lauter
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Before Echo,Short Story,,0s,Fatima Shaik,1952,1950s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Requieem for Willie Lee,Short Story,,0s,Frenchy Hodges,1940,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Asylum,Short Story,1977,1970s,Gayl Jones,1949,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Jevata,Short Story,1977,1970s,Gayl Jones,1949,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,In the Shadow of the Peacock,Short Story,,0s,Grace Edwards-Yearwood,1934,1930s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Terrible Threes,Short Story,,0s,Ishmael Reed,1938,1930s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Life You Live (May Not Be Your Own),Short Story,1987,1980s,J. California Cooper,1940,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,A Loaf of Bread,Short Story,1972,1970s,James Alan McPherson,1943,1940s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,Contemporary Period: 1945 to the Present ,2nd Ed,Paul Lauter
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Frankie Mae,Short Story,1968,1960s,Jean Wheeler Smith,,0s,Female,,2nd Ed,Mary Helen Washington
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Sissie,Short Story,1963,1960s,John A. Williams,1925,1920s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Fever,Short Story,1989,1980s,John Edgar Wideman,1941,1940s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Lush Life,Short Story,,0s,John McCluskey,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Surviving Christmas,Short Story,,0s,Kristin Hunter,1931,1930s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,Big Meeting,Short Story,1935,1930s,Langston Hughes,1902,1900s,Male,The Harlem Renaissance,2nd Ed,Paul Lauter
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,"Thank You, M'am",Short Story,1958,1950s,Langston Hughes,1902,1900s,Male,The Harlem Renaissance,2nd Ed,Paul Lauter
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,A Happening in Barbados,Short Story,1968,1960s,Louise Mariwether,1923,1920s,Female,,2nd Ed,Mary Helen Washington
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,A Woman's Place,Short Story,,0s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Upper Room,Short Story,,0s,Mary Monroe,,0s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Boy With Beer,Short Story,,0s,Melvin Dixon,1950,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,From Djbot Baghostus's Run,Short Story,,0s,Nathaniel Mackey,1947,1940s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Betsey Brown,Short Story,,0s,Ntozake Shange,1985,1980s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Wild Seed,Short Story,,0s,Octavia Butler,1947,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,"Mr. Cornelius Johnson, Office-Seeker",Short Story,1899,1890s,Paul Laurence Dunbar,1872,1870s,Male,"Regional Voices, National Voices",2nd Ed,Paul Lauter
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Praisesong for the Widow,Short Story,,0s,Paule Marshall,1929,1920s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Reena,Short Story,1983,1980s,Paule Marshall,1929,1920s,Female,,2nd Ed,Mary Helen Washington
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,"To Da-duh, in Memoriam",Short Story,1967,1960s,Paule Marshall,1929,1920s,Female,Contemporary Period: 1945 to the Present ,2nd Ed,Paul Lauter
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Alice,Short Story,1977,1970s,Paulette Childress White,1948,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,The Bird Cage,Short Story,,0s,Paulette Childress White,1948,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Suder,Short Story,1983,1980s,Percival Everett,1956,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Vampire Who Drinks Gospel Music,Short Story,,0s,Peter Harris,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,Battle Royal (From Invisible Man),Short Story,1947,1940s,Ralph Ellison,1914,1910s,Male,Contemporary Period: 1945 to the Present ,2nd Ed,Paul Lauter
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Family Matters,Short Story,,0s,Richard Perry,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,Contemporary Period: 1945 to the Present ,2nd Ed,Paul Lauter
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,The Vibraphone,Short Story,1985,1980s,Rita Dove,1952,1950s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Snapshots of Grace,Short Story,,0s,Safiya Henderson-Holmes,1950,1950s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Stars in My Like Grains of Sand,Short Story,1984,1980s,Samuel R. Delany,1942,1940s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,I Heard the Doctor Speak,Short Story,,0s,Sandra Hollin Flowers,,0s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Special Topics - Black Women Writers Collection,Black-Eyed Susans and Midnight Birds: Stories by and about Black Women,None,Meditations on History,Short Story,1980,1980s,Sherley Anne Williams,1944,1940s,Female,,2nd Ed,Mary Helen Washington
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Upward Bound,Short Story,,0s,Steven Corbin,1953,1950s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Ma'Dear,Short Story,1987,1980s,Terry McMillan,1951,1950s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Sarah,Short Story,,0s,Tina McElroy,,0s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,My Man Bovanne,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Lonnie's Cousin,Short Story,,0s,Wanda Coleman,1946,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,I Was Here But I Disappeared,Short Story,,0s,Wesley Brown,,0s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Homesick Blues,Short Story,,0s,William Melvin Kelley,1937,1930s,Male,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Short Story Black Collection,Breaking Ice: An Anthology of Contemporary African American Fiction,Alphabetical,Muz and the Sphere of Memory,Short Story,,0s,Xam Wilson Carti̩r,1949,1940s,Female,,1st Ed,Terry McMillan; John Edgar Wideman
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,The Harlem Renaissance,2nd Ed,Paul Lauter
1990,Comprehensive American Collection ,"The Heath Anthology of American Literature, Vol. 2 (1990)",Chronological,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,The Harlem Renaissance,2nd Ed,Paul Lauter
1991,Comprehensive American Collection ,"American Literature: A Prentice Hall Anthology, Vol. 2 (1991)",Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,Middle to Late 20th-Century Fiction ,1st Ed,Emory Elliott;
1991,Comprehensive African American Collection,The New Cavalcade: African American Writing from 1760 to the Present,Chronological,Nineteen Fifty-Five,Short Story,1981,1980s,Alice Walker,1944,1940s,Female,Part 2 - The African American Literary Revival: The 1970s to the Present ,"2, Volume 2",Arthur P Davis; Jay Saunders Redding; Joyce Ann Joyce;
